Description,Price
"I am looking at a used 2013 Holden Cruze CD Equipe. It features a 1.8 L, 4 cyl engine, automatic, and has covered 106722 km.",10800
"I have a 2018 Isuzu MU-X LS-U, white with grey interior. It's a 4-cylinder, 3 L diesel, automatic, with 72650 km.",39880
"I am looking at a used 2015 Kia Cerato S. This silver interior features a 1.8 L, 4 cyl engine, automatic, and has covered 123624 km.",14995
"I am looking at a 2014 Lexus IS350 F Sport, automatic, 3.5L 6 cyl engine, rear drive, silver with black interior, used with 155620 km.",27990
"I am looking at a used 2018 Mazda 2 Maxx 2 hatchback, white with a black interior. It's an automatic with a 1.5 L, 4 cyl engine, and has 55,676 km.",22990
"I am looking at a 2009 Toyota Corolla Levin ZR, a silver hatchback with automatic transmission, 1.8 L, 4 cyl engine, and 114727 km driven.",14995
"I am looking at a used 2016 Toyota Kluger GXL, grey with a black interior. It's got a 3.5L engine, automatic transmission, and has covered 98983 km.",39280
"I have a 2007 Volkswagen Golf GTI, a sleek hatchback. It's an automatic with a 2 L, 4-cylinder engine, grey interior, and has 160523 km on the odometer.",10990
"I have a 2015 Holden Commodore SS-V Redline, white with black interior. It's an automatic with a 6 L, 8 cyl engine, rear drive, and has 96000 km on the odometer.",47990
"There is a used 2016 Nissan X-Trail ST in red, featuring an automatic gearbox, a 2.5L engine, and 39397 km on the odometer.",23950
"I have a 2020 Hyundai I30 hatchback, white hatchback, automatic transmission, 2 L, 4 cyl engine, with 55,676 km on the odometer.",26990
"There is a used 2014 Holden Cruze Equipe in silver, a 4-cylinder, 1.8-liter engine, 5-door hatchback with 220683 km on the meter.",7990
"I am looking at a used 2013 Toyota Camry Atara S. This grey exterior features a black interior, 2.5L 4 cyl engine, automatic, and has clocked 89140 km.",17900
"I am looking at a red Toyota Corolla Ascent, a hatchback with black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has done 149974 km.",16990
"I am looking at a white 2019 Hyundai I30 Active. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 4 doors, 5 seats.",26990
"I am looking at a used 2016 Mazda BT-50 XT, white, diesel. It features a 3.2L engine, automatic, and has covered 110909 km.",34913
"I have a 2013 Toyota Corolla Ascent, a white hatchback with black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked only 109519 km.",19990
"It's a 2020 Kia Stinger GT, grey with a red interior, used. Features include an automatic transmission, 3.3 L, 6 cyl engine, rear drive, and only 19372 km on the clock.",55888
"I am looking at a used 2015 Toyota RAV4 GXL, silver SUV with an automatic transmission. It's equipped with a 2.5L engine and has done 155198 km.",24950
"I am looking at a 2012 Honda Jazz Vibe, a green hatchback with automatic transmission, 1.3 L, 4 cyl engine, and 111323 km on the clock.",12800
"I have a 2017 BMW 430I Gran Coupe M Sport, 2L 4 cyl, automatic, rear-wheel drive, grey color, Beige interior, used with 79882 km driven.",41280
"I have a 2008 Volkswagen Golf GTI, a hatchback with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 155839 km on the odometer.",13990
"I am looking at a used 2018 Subaru Outback 2.5I Premium. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's clocked 66805 km.",33898
"I am looking at a used 2011 Ford Territory TX, silver. It features a 2.7 L, 6 cyl diesel engine, automatic, and has covered 226,646 km.",8913
"I am looking at a 2013 Kia RIO S, a silver hatchback with automatic transmission, 1.4 L, 4 cyl engine, and 88465 km on the clock.",14888
"There is a used 2013 Holden Commodore SV6 Z-Series in blue, featuring an automatic gearbox, 3.6 L engine, rear drive, and 237426 km on the odometer.",15995
"I have a 1999 Toyota Landcruiser, white with grey interior. It's a 6-cylinder, 4.2L diesel, with 4WD, and has clocked 3 doors.",48999
"I am looking at a used 2013 Toyota Hilux SR, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 345194 km.",12990
"I am looking at a red Toyota Corolla ZR, a used hatchback. It features a 1.8 L, 4 cyl engine, automatic, and has covered 130970 km.",23990
"I have a 2016 Honda Civic VTI-L, a white 2016 Honda Civic, with a black interior. It's an automatic, front-wheel drive, and has 35612 km on the odometer.",24888
"A 2013 Audi A3 Sportback, brown with grey interior, hatchback. Features an automatic transmission, 1.8 L, 4 cyl engine, and 148265 km on the clock.",13999
"I am looking at a 2018 Hyundai I30 N Line, a black hatchback with leather interior. It's an automatic with a 1.6 L, 4 cyl engine, and has 83494 km on the odometer.",27950
"I have a 2012 Mazda 2 Genki, a hatchback in silver with an automatic transmission. It's an automatic with a 1.5 L, 4 cyl engine, and has clocked 85492 km.",13990
"I have a 2013 Volkswagen Tiguan 155 TSI, a sleek grey SUV. It's an automatic with a black interior, and has clocked 126408 km.",19999
"I am looking at a used 2017 Renault Trafic LWB, white, diesel. It features a 1.6 L, 4 cyl engine, automatic, and has covered 3 seats.",22950
"I am looking at a 2013 Peugeot 208 GTI, a grey hatchback with black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has 78783 km.",14990
"There is a used 2020 Land Rover Range Rover Evoque, black with a black interior. Featuring a 2L diesel engine, automatic transmission, AWD, and a total of 26227 km.",69800
"I have a 2017 Honda HR-V VTI, a sleek black SUV. It's an automatic with a 1.8L engine, and has clocked only 101821 km.",20995
"I have a 2014 Mitsubishi Triton GLX, a white 2014 Mitsubishi Triton GLX, used. It's a diesel, automatic, with a 2.5 L, 4-cylinder engine, and has covered 229,829 km.",14413
"I have a 2015 Nissan Pulsar ST, a white 2015 Nissan Pulsar ST, used. It's an automatic with a 1.8 L, 4 cyl engine, and has 90691 km on the odometer.",14776
"It's a 2018 Mazda 6 Touring, blue, with a 2.5 L, 4-cylinder engine, front-wheel drive, and has 24305 km on the odometer.",29990
"I have a 2007 Audi A4 2.0 Tfsi, a sleek silver exterior. It's an automatic with a black interior, 2L 4 cyl engine, and has clocked 168901 km.",7950
"I am looking at a 2005 Honda Accord VTI, a gold Honda Accord, 4-cylinder, 2.4-liter engine, automatic, with 16,7562 km on it.",7949
"I have a 2016 Audi SQ5 3.0 TDI Quattro, grey with a grey interior. It's a 6-cylinder, 3 L diesel, automatic, with 152995 km.",29999
"I have a 2007 Toyota Corolla Ascent, a sleek silver exterior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 236946 km.",8880
"I am looking at a used 2011 Holden Commodore SV6. Silver with a 3.6 L, 6 cyl engine, rear drive, automatic, and 183580 km on the clock.",12990
"I have a 2005 Mercedes-Benz CLK-Class, 3.5i, black, used. It's an automatic, unspecified engine size, with 180499 km.",9999
"There is a used 2015 Nissan X-Trail TL in red, diesel-powered. It's an automatic with a 1.6 L, 4 cyl engine, and has done 124882 km.",19888
"I am looking at a 2005 Mazda 6 Classic, a gold Mazda. It's a 4-cylinder, 2.3 L engine, front-wheel drive, and has 247519 km.",5950
"I have a 2021 Audi Q3 35 Tfsi, a blue SUV with black interior. It's an automatic with a 1.4 L, 4 cyl engine, and has clocked 9819 km.",51990
"I am looking at a black 2004 Lexus IS300 Sedan, used. It comes with an automatic gearbox, 3 L, 4 cyl engine, rear drive, and has done 124230 km.",16000
"I have a 2020 Mitsubishi Triton GLX, a white 2020 Mitsubishi Triton GLX, used. It's a diesel with an automatic transmission, 2.4 L, 4 cyl engine, and 229,839 km.",33990
"I have a 2012 Hyundai I30 Active, a hatchback in silver with an automatic transmission. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 106286 km.",16990
"I have a 2011 Mercedes-Benz C-CLASS W204 Elegance Sedan, black exterior. It's an automatic, unspecified engine size, with 167420 km.",15999
"I have a 2018 Toyota Kluger GX, a white 2018 Toyota Kluger GX, used. It's an automatic with a 3.5L engine, front-wheel drive, and has clocked 128601 km.",36888
"I have a 2011 Subaru Outback 3.6R Premium, black exterior, black interior, 3.6L 6 cyl engine, automatic, with 91016 km, a used gem.",16999
"I have a 2014 Jaguar XF 2.2D Premium Luxury, 2.2L 4 cyl diesel engine, rear drive, automatic, with 38821 km, a used gem.",29800
"I have a 2015 Nissan X-Trail ST-L, white SUV with a black interior. It's an automatic with a 2.5L engine, front-wheel drive, and has 94239 km on the odometer.",22990
"A 2013 Ford Ranger XLT 3.2L diesel engine, white with a black interior, 3.2L diesel engine, automatic transmission, and 167122 km on the clock.",23913
"I have a 2004 Honda Accord Euro Luxury, a sleek silver exterior. It's an automatic with a 2.4 L, 4 cyl engine, and has clocked 207966 km.",8990
"A 2017 Ford Ranger XL 3.2L diesel engine, used, with a mileage of 3.2L 4WD. It's an automatic with 229,767 km on the clock.",29999
"I am looking at a 2015 Volkswagen Polo 81 TSI Comfortline. White hatchback, grey interior, automatic, 1.2 L, 4 cyl engine, with 39578 kilometers.",16420
"I have a 2015 Mazda 2 Genki, a red hatchback with automatic transmission, 1.5-liter 4-cylinder engine, grey interior, and a mileage of 105633 km.",16990
"I have a 2002 Nissan Pulsar ST, a blue Nissan Pulsar ST, used. It's a front-wheel drive with an automatic transmission and a 1.8-liter, 4-cylinder engine, having only 16,9981 km.",7880
"I am looking at a 2015 Hyundai Veloster, a white hatchback with black interior. It's an automatic with a 1.6 L, 4 cyl engine, and has done 138263 km.",21995
"I am looking at a 2006 Toyota Corolla Ascent Seca, a silver hatchback with black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has done 238016 km.",5999
"I have a 2014 Audi Q3 2.0 TDI Quattro, white SUV with black interior. It's an automatic with a 2L diesel engine, AWD, and has 73021 km on the odometer.",27995
"There is a used 2010 Holden Cruze CDX in silver, featuring a black interior. It's a 4-cylinder, 2 L diesel, automatic, with a mileage of 106831 km.",8995
"I have a 2012 Hyundai I30 Trophy, red hatchback with a red exterior and 2L 4 cyl engine, front-wheel drive, automatic, and 209552 km on the odometer.",7995
"I am looking at a red Mitsubishi Outlander ES 5 seater, 2.4L 4-cylinder engine, automatic, and AWD. It's clocked 55,1311 km.",30888
"I am looking at a 2022 Toyota Yaris ZR Hybrid, brown with a black interior. It's an automatic with a 1.5 L, 3 cyl engine, and has clocked 17984 km.",39990
"2014 Jeep Grand Cherokee Limited, black, 3 L diesel. It's an automatic with a 4 cyl engine, 5 seats, and has 137763 km on the odometer.",24990
"It's a 2022 Honda CR-V VTI X, grey with grey interior, used. Features include an automatic transmission, 1.5L engine, and 21532 km on the clock.",39990
"It's a 2015 Land Rover Discovery 4 3.0 SDV6 HSE, black with a black interior. Equipped with a 3 L, 4-cylinder diesel engine, automatic, it's clocked 139968 km.",54990
"I am looking at a used blacktown MG 2022.0 ZS Excite. It features a 1.5L 4-cylinder engine, automatic, and has traveled 15 blue with a knight's eyes.",23690
"I am looking at a used 2015 Mitsubishi Triton GLX, silver, diesel. It features a 2.4 L, 4 cyl engine, automatic, and has covered 154276 km.",28990
"I am looking at a 2009 Mercedes-Benz E500 Avantgarde. Black, 5.5L 8 cyl engine, rear drive, automatic, with 98170 km, a used gem.",34990
"I am looking at a used 2013 Kia RIO S, a silver hatchback with grey interior. It features a 1.4 L, 4 cyl engine, automatic, and has covered 131990 km.",11490
"I am looking at a white 2019 Toyota Corolla Ascent Sport, a sleek hatchback. It features an automatic transmission, 2 L, 4-cylinder engine, and has covered 173605 km.",18995
"I am looking at a used 2017 Toyota HiAce LWB, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 229,831 km.",34995
"I am looking at a 2010 Holden Commodore Omega, white, cyl 3L engine, rear drive, automatic, with 203500 kilometers, a used gem.",7995
"I am looking at a used 2018 Toyota Hilux SR, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 37726 km.",49913
"I am looking at a white 2018 Mazda 3 SP25, a hatchback with black interior. It's an automatic with a 2.5 L, 4 cyl engine, and has 50304 km on the odometer.",23400
"I have a 2018 BMW M140I hatchback, white exterior, black interior. It's an automatic with a 3 L, 6 cyl engine, rear drive, and has 55,823 km.",44990
"I have a 2013 Hyundai Accent Active, a sleek silver exterior. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked only 103629 km.",12995
"I have a 2013 Holden Calais VF Sedan, used. It's an automatic, rear-wheel drive, and has a mileage of 229,899 km.",15800
"I am looking at a used 2015 Jeep Grand Cherokee Laredo. It features a 3 L, 6 cyl diesel engine, automatic, and has covered 92805 km.",23913
"It's a 2005 Mercedes-Benz C200 Kompressor Classic, black with a black interior, used. Features include an automatic transmission, 1.8 L, 4 cyl engine, and only 98800 km on the clock.",9888
"I am looking at a 2009 Holden Commodore SV6. Silver with a black interior, used, it features a 3.6 L, 6 cyl engine, rear drive, and has covered 127994 km.",13990
"I am looking at a black 2015 Subaru Impreza 2.0I-S, a hatchback with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 17,1352 km.",15999
"I have a 2015 Mazda BT-50 XT, white hatchback with white interior. It's an automatic with a 3.2 L, 4 cyl engine, and has 31931 km on the odometer.",38800
"I have a 2011 Suzuki Swift GL, a sleek hatchback. It's an automatic with a 1.4 L, 4 cyl engine, and has 158817 km on the odometer.",11800
"I am looking at a 2016 Volkswagen Golf 92 TSI. Grey hatchback, grey interior, automatic, 1.4 L, 4 cyl engine, with 89757 kilometers.",16990
"A 2017 Mitsubishi Pajero GLX is available, blue with grey interior. This used car has an automatic transmission and has logged 151105 km. The engine's specifications are not listed.",36999
"I am looking at a used 2011 Mercedes-Benz E250 CGI Avantgarde. Silver exterior, black interior, automatic transmission, 1.8 L, 4 cyl engine, rear drive, with 120209 km.",18990
"I am looking at a 2011 Holden Commodore Omega, white, cyl 3L engine, rear drive, automatic, with 174239 km, a used gem.",13800
"I am looking at a used 2004 Toyota Camry Sportivo. It features a 2.4 L, 4 cyl engine, automatic, and has covered 95362 km.",12995
"I have a 2018 Toyota C-HR Koba, a white SUV with an automatic transmission. It's a 4-cylinder engine, with 67615 km on the odometer.",32980
"I have a 2017 Peugeot 308 Active, a hatchback in red with a black interior. It's an automatic with a 1.2 L, 3 cyl engine, and has clocked 41522 km.",18777
